Pnum,BiasCondition,HarmCondition,ExplicitLowHarm,ExplicitHighHarm,ImplicitLowHarm,ImplicitHighHarm,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Accountability_4_REV,Accountability_5,Accountability_5_REV,Accountability_6,xAccountability,Concern_1,Concern_1_REV,Concern_2,Concern_2_REV,Concern_3,Concern_3_REV,Concern_4,Concern_5,Concern_6,Concern_7,xConcern,Reform_1,Reform_2,Reform_3,Reform_4,Reform_5,xReform,Punish_1,Punish_2,Punish_3,xPunish,BiasPercep_1,BiasPercep_2,BiasPercep_3,BiasPercep_3_REV,BiasPercep_4,xBiasPercep,Attribution,MCP_1,MCP_2,MCP_3,MCP_4,MCP_5,xEMS,MCP_6,MCP_7,MCP_7_REV,MCP_8,MCP_9,MCP_10,xIMS,BiasAware_1,BiasAware_2,BiasAware_3,BiasAware_4,BiasAware_4_REV,xBiasAware,IB_Know_1,IB_Know_2,IB_Know_3,xIBKnow,BiasDef,Job,MedicalProf,YearBorn,Age,Gender,Gender_Recoded,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_6_TEXT,White_Nonwhite,Cons,Lib,Lib_REV,xCons,Party,Party_TEXT,FESSUP,Suspicion,Feedback,Hype,Prev
278,-0.5,0.5,0,1,0,0,4,4,5,4,4,4,4,4,4.17,5,3,4,4,4,4,4,5,4,5,4.14,5,4,4,4,5,4.40,4,4,4,4.00,4,3,4,4,5,4.00,4,4,3,4,5,4,4.00,4,4,4,5,4,3,4.00,4,4,5,4,4,4.25,4,4,4,4.00,2,data analyst,0,1986,30,1,-0.50,0,1,0,0,0,0,,0.50,4,4,4.00,4.00,3,,1,0,,,2
279,-0.5,0.5,0,1,0,0,4,5,5,4,4,3,5,5,4.67,4,4,5,3,5,3,5,5,5,5,4.29,5,4,5,4,4,4.40,4,4,4,4.00,3,4,4,4,3,3.50,5,4,1,5,4,4,3.60,7,1,7,7,6,7,6.80,4,4,2,3,5,3.75,6,6,5,5.67,3,Educator,0,1980,36,1,-0.50,0,0,0,1,0,0,,0.50,1,6,2.00,1.50,1,,1,0,,I don't know,3
280,-0.5,0.5,0,1,0,0,5,4,5,6,2,2,6,5,4.50,5,3,6,2,5,3,5,5,6,6,4.29,6,6,5,6,5,5.60,6,5,6,5.67,5,5,3,5,5,5.00,5,5,3,5,3,3,3.80,5,2,6,5,3,5,4.80,3,5,3,5,3,3.50,5,5,6,5.33,3,stock trader,0,1977,39,1,-0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,3,,1,0,none,to see how people feel about medical professions bias',2
281,-0.5,0.5,0,1,0,0,7,7,7,2,6,2,6,7,6.67,6,2,6,2,6,2,7,7,7,7,4.86,7,7,7,7,7,7.00,7,7,5,6.33,7,7,1,7,7,7.00,5,6,6,6,6,6,6.00,5,5,3,5,6,5,4.80,5,2,2,6,2,2.75,5,5,7,5.67,3,BAKERY MNGR,0,1991,25,1,-0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,,what I think about implicit bias,2
282,-0.5,0.5,0,1,0,0,2,5,6,6,2,3,5,3,3.83,5,3,2,6,2,6,1,5,6,6,4.71,6,6,3,5,6,5.20,5,7,7,6.33,6,3,5,3,6,4.50,6,6,6,3,3,6,4.80,5,5,3,2,5,2,3.40,6,5,7,6,2,5.00,3,5,6,4.67,3,Accountant,0,1990,26,1,-0.50,0,1,0,0,0,0,,0.50,5,6,2.00,3.50,1,,1,0,thank you,To see what my perceptions were.,2
283,-0.5,0.5,0,1,0,0,3,5,3,3,5,4,4,4,4.00,3,5,5,3,5,3,6,5,6,6,4.86,5,2,6,2,2,3.40,1,3,1,1.67,4,1,6,2,3,2.50,5,6,5,6,5,2,4.80,7,1,7,7,7,7,7.00,5,4,5,5,3,4.25,6,6,6,6.00,3,physician,0,1955,61,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,"As a physician, the unrealistic expectations you suggest for rectifying the situation are unacceptable.  I agree that this is something that should be addressed, the earlier in training, the better.  Awareness may be all we need.",Discussing unconscious biases.,2
284,-0.5,0.5,0,1,0,0,7,7,7,1,7,4,4,7,6.50,4,4,1,7,2,6,7,7,5,7,6.14,7,7,7,7,7,7.00,5,5,7,5.67,3,6,5,3,3,3.75,7,4,2,5,3,2,3.20,6,2,6,6,5,6,5.80,2,2,2,5,3,2.25,4,6,6,5.33,3,A/P,0,1980,36,2,0.50,1,0,0,0,0,0,,0.50,5,3,5.00,5.00,3,,1,0,No,To inform,2
285,-0.5,0.5,0,1,0,0,4,6,6,3,5,4,4,6,5.17,6,2,6,2,6,2,5,6,6,6,4.14,7,7,4,6,6,6.00,4,4,3,3.67,7,6,1,7,7,6.75,5,5,7,5,6,3,5.20,6,4,4,5,4,4,4.60,7,6,3,3,5,5.25,5,6,6,5.67,3,Dog trainer,0,1992,24,2,0.50,0,0,1,0,0,0,,-0.50,6,5,3.00,4.50,2,,1,0,N/A,"Determine how people feel about bias, whether it be in patient care or every day life.",2
286,-0.5,0.5,0,1,0,0,5,5,6,2,6,1,7,6,5.83,5,3,5,3,5,3,7,3,6,3,4.00,7,6,7,5,5,6.00,3,6,3,4.00,2,1,6,2,2,1.75,5,5,5,5,5,1,4.20,7,3,5,7,4,6,5.80,1,1,1,1,7,2.50,5,6,3,4.67,3,Maintenance Technician,0,1976,40,1,-0.50,0,0,1,0,0,0,,-0.50,3,3,5.00,4.00,3,,1,0,None,To see how people react to bias based on a stereotype in regards to a group of people.,1
287,-0.5,0.5,0,1,0,0,5,7,6,6,2,6,2,7,4.83,7,1,7,1,4,4,5,4,5,7,3.86,7,7,6,5,6,6.20,5,7,5,5.67,3,5,7,1,7,4.00,7,5,7,5,6,4,5.40,6,7,1,7,5,7,5.20,7,5,5,7,1,4.50,7,7,6,6.67,2,ups,0,1993,23,1,-0.50,1,0,0,0,0,0,,0.50,2,5,3.00,2.50,1,,1,0,,attention,2
288,-0.5,0.5,0,1,0,0,3,6,6,2,6,3,5,6,5.33,5,3,5,3,5,3,6,4,6,6,4.43,6,6,6,6,5,5.80,6,6,6,6.00,5,5,3,5,5,5.00,6,6,3,6,2,2,3.80,6,3,5,6,6,6,5.80,4,2,2,2,6,3.50,5,6,6,5.67,3,Editor,0,1980,36,1,-0.50,0,1,0,0,0,0,,0.50,2,6,2.00,2.00,1,,1,0,No,Studying bias,2
289,-0.5,0.5,0,1,0,0,3,6,6,3,5,2,6,6,5.33,3,5,5,3,5,3,5,5,5,5,4.43,6,5,7,4,4,5.20,4,5,3,4.00,6,5,2,6,6,5.75,5,6,4,5,6,3,4.80,6,3,5,5,5,6,5.40,5,5,4,4,4,4.50,6,6,6,6.00,3,Material Handler,0,1980,36,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,None,Gauge opinions of doctors biases.,2
290,-0.5,0.5,0,1,0,0,7,6,7,2,6,2,6,6,6.33,2,6,2,6,2,6,7,7,6,7,6.43,7,6,7,6,6,6.40,6,6,6,6.00,2,2,6,2,3,2.25,2,4,4,4,4,3,3.80,6,2,6,6,6,6,6.00,2,3,3,4,4,3.00,3,4,4,3.67,3,homemaker,0,1973,43,2,0.50,0,0,1,0,0,0,,-0.50,2,2,6.00,4.00,1,,1,0,Thank you,not sure,2
291,-0.5,0.5,0,1,0,0,6,7,7,1,7,2,6,3,6.00,3,5,3,5,6,2,7,7,6,7,5.57,7,6,4,4,7,5.60,3,5,4,4.00,5,3,3,5,1,3.50,4,6,2,5,4,3,4.00,6,2,6,5,6,6,5.80,1,1,1,4,4,1.75,5,5,6,5.33,3,Homemaker,0,1992,24,2,0.50,0,0,1,0,0,0,,-0.50,5,2,6.00,5.50,2,,1,0,Thank you!,I think the purpose of this study was to see if we are in fact implicit bias too!,2
292,-0.5,0.5,0,1,0,0,7,7,7,1,7,2,6,7,6.83,1,7,1,7,1,7,7,7,7,7,7.00,7,6,5,4,6,5.60,6,7,7,6.67,1,2,6,2,1,1.50,1,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,1,1,1,7,1,1.00,6,6,6,6.00,3,Planner,0,1967,49,2,0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,2,,1,0,no,Bias,2
293,-0.5,0.5,0,1,0,0,7,7,7,1,7,1,7,6,6.83,3,5,3,5,3,5,6,7,6,7,5.86,7,7,7,7,7,7.00,7,7,7,7.00,5,4,4,4,5,4.50,5,5,3,3,3,3,3.40,5,5,3,6,4,7,5.00,3,4,3,3,5,3.75,5,5,4,4.67,3,system analyst,0,1980,36,1,-0.50,0,1,0,0,0,0,,0.50,5,3,5.00,5.00,2,,1,0,Thank you for this opportunity. Have a Great Day!,our opinions about implicit bias towards people.,2
294,-0.5,0.5,0,1,0,0,5,5,5,3,5,2,6,6,5.33,5,3,6,2,6,2,5,5,5,6,4.00,6,4,7,5,5,5.40,6,6,3,5.00,4,5,2,6,3,4.50,7,3,4,4,3,2,3.20,6,2,6,6,6,5,5.80,4,4,4,2,6,4.50,7,6,7,6.67,3,Software Developer,0,1975,41,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,No.,Gather opinions about biases in interactions.,1
295,-0.5,0.5,0,1,0,0,5,4,6,3,5,3,5,5,5.00,5,3,5,3,5,3,5,5,5,5,4.14,7,5,3,5,2,4.40,5,5,3,4.33,5,4,2,6,5,5.00,4,6,6,6,6,6,6.00,6,2,6,6,6,5,5.80,5,3,4,4,4,4.00,5,5,6,5.33,3,homemaker,0,1981,35,2,0.50,0,1,0,0,0,0,,0.50,2,6,2.00,2.00,3,,1,0,no,To find out how people feel about doctors being biased.,3
296,-0.5,0.5,0,1,0,0,6,7,6,4,4,2,6,4,5.50,5,3,2,6,2,6,4,7,6,6,5.43,6,6,6,6,6,6.00,5,6,7,6.00,1,5,2,6,2,3.50,2,6,2,6,2,4,4.00,7,1,7,5,7,6,6.40,2,4,2,3,5,3.25,6,6,6,6.00,3,homemaker,0,1982,34,2,0.50,1,0,0,0,0,0,,0.50,5,5,3.00,4.00,1,,1,0,,i think this is the best one,2
297,-0.5,0.5,0,1,0,0,5,5,5,3,5,3,5,5,5.00,5,3,3,5,3,5,5,5,5,5,4.71,5,5,5,5,5,5.00,3,5,3,3.67,5,5,3,5,3,4.50,5,5,5,3,2,2,3.40,5,2,6,5,5,5,5.20,5,5,3,5,3,4.00,3,3,3,3.00,4,Homemaker,0,1979,37,2,0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,No,Bias and ageism.,2
298,-0.5,0.5,0,1,0,0,4,4,4,4,4,5,3,5,4.00,4,4,5,3,5,3,4,5,4,5,4.00,4,5,5,4,4,4.40,3,3,3,3.00,4,5,4,4,4,4.25,5,4,4,4,4,4,4.00,4,3,5,4,4,4,4.20,4,4,4,4,4,4.00,4,4,4,4.00,4,Self Employed,0,1987,29,1,-0.50,0,0,1,0,0,0,,-0.50,5,4,4.00,4.50,3,,1,0,no,i don't know,2
299,-0.5,0.5,0,1,0,0,6,6,6,2,6,4,4,5,5.50,4,4,4,4,4,4,6,6,6,6,5.14,5,4,5,4,5,4.60,4,4,4,4.00,3,3,5,3,2,2.75,4,5,5,5,5,5,5.00,6,2,6,6,6,6,6.00,3,3,3,3,5,3.50,4,4,4,4.00,3,stay at home parent,0,1980,36,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,This was interesting. Thank you.,I am not certain.,2
300,-0.5,0.5,0,1,0,0,7,7,7,1,7,6,2,7,6.17,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,7,7.00,7,7,7,7.00,6,5,3,5,5,5.25,6,6,6,7,7,6,6.40,3,7,1,3,2,3,2.40,6,5,6,2,6,5.75,7,7,7,7.00,3,medical assistant,1,1982,34,2,0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,I feel some of my answers are hypocritical but I feel doctors should be held to a high standard when dealing with elderly patients.  If they don't like elderly people they should not have became doctors.,predisposed prejudice thoughts,2
301,-0.5,0.5,0,1,0,0,5,5,5,3,5,3,5,6,5.17,5,3,5,3,5,3,6,7,7,7,5.14,5,5,6,5,5,5.20,6,6,6,6.00,6,6,5,3,5,5.00,4,5,5,4,6,4,4.80,5,3,5,5,5,5,5.00,6,5,5,6,2,4.50,6,6,6,6.00,3,Educational specialist,0,1974,42,2,0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,2,,1,0,Thank you for the opportunity to complete this survey.,"I think it's alarming, the amount of disrespect our elders get in today's society.  I'm hoping this turns around as we age ourselves, and we learn to have compassion on others around us.",2
302,-0.5,0.5,0,1,0,0,6,6,5,3,5,2,6,1,4.83,5,3,1,7,2,6,7,7,6,7,6.14,7,7,7,5,7,6.60,7,5,7,6.33,6,5,4,4,6,5.25,1,5,2,1,4,5,3.40,1,1,7,4,1,6,3.80,4,7,4,1,7,5.50,5,4,4,4.33,3,retail,0,1977,39,2,0.50,0,0,1,0,0,0,,-0.50,4,7,1.00,2.50,1,,1,0,no,no,2
303,-0.5,0.5,0,1,0,0,6,7,6,2,6,2,6,6,6.17,5,3,5,3,4,4,6,6,6,6,4.86,6,6,7,6,6,6.20,7,6,5,6.00,5,6,3,5,6,5.50,5,2,2,2,2,2,2.00,7,1,7,7,7,7,7.00,5,5,5,3,5,5.00,5,6,6,5.67,1,Manufacturing,0,1971,45,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,nope,Age Bias,2
304,-0.5,0.5,0,1,0,0,5,5,6,3,5,4,4,5,5.00,3,5,4,4,4,4,5,5,5,5,4.71,5,3,5,4,3,4.00,3,4,4,3.67,6,5,3,5,5,5.25,3,5,6,5,4,4,4.80,4,4,4,3,4,3,3.60,4,3,3,5,3,3.25,5,6,5,5.33,3,Truck Driver,0,1975,41,1,-0.50,0,1,0,0,0,0,,0.50,6,3,5.00,5.50,2,,1,0,This was an interesting study and I am glad that I participated.,"Maybe it was about whether people consider age bias to be as serious and prevalent as racial, political, or cultural bias.",2
305,-0.5,0.5,0,1,0,0,4,5,3,2,6,3,5,5,4.67,2,6,2,6,2,6,5,5,5,5,5.43,5,5,5,5,5,5.00,5,5,5,5.00,4,4,4,4,4,4.00,4,5,5,5,5,5,5.00,5,4,4,5,5,5,4.80,4,4,4,4,4,4.00,6,6,6,6.00,3,salesman,0,1986,30,1,-0.50,1,0,0,0,0,0,,0.50,4,4,4.00,4.00,3,,1,0,n/a,cognition,2
306,-0.5,0.5,0,1,0,0,7,7,7,4,4,1,7,7,6.50,4,4,4,4,4,4,7,7,7,7,5.71,7,7,7,7,4,6.40,4,4,4,4.00,4,4,6,2,4,3.50,4,4,1,1,1,1,1.60,7,1,7,7,7,7,7.00,1,2,2,6,2,1.75,4,4,4,4.00,3,admin assistant,0,1969,47,2,0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,no,Seeing if we judge people with bias when we do the same thing,2
307,-0.5,0.5,0,1,0,0,6,7,7,1,7,1,7,7,6.83,3,5,3,5,3,5,7,7,7,7,6.14,7,4,7,6,7,6.20,4,4,6,4.67,5,5,2,6,5,5.25,6,4,3,2,1,3,2.60,7,3,5,7,5,7,6.20,3,1,1,6,2,1.75,2,2,4,2.67,4,writer,0,1964,52,1,-0.50,0,0,1,0,0,0,,-0.50,6,5,3.00,4.50,2,,1,0,no,I do not know.,2
308,-0.5,0.5,0,1,0,0,6,6,6,2,6,2,6,7,6.17,4,4,3,5,2,6,6,7,6,6,5.71,5,6,5,5,6,5.40,5,5,4,4.67,5,5,3,5,5,5.00,5,5,4,5,4,4,4.40,6,2,6,6,6,6,6.00,5,3,5,5,3,4.00,5,5,5,5.00,3,Typesetter,0,1961,55,2,0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,3,,1,0,,Implicit bias perceptions regarding doctors.,2
309,-0.5,0.5,0,1,0,0,6,6,6,2,6,5,3,6,5.50,5,3,5,3,5,3,6,6,5,6,4.57,6,6,5,6,7,6.00,7,6,6,6.33,4,5,3,5,2,4.00,2,2,2,2,2,2,2.00,6,5,3,6,3,5,4.60,2,2,2,6,2,2.00,2,2,5,3.00,3,Amazon Mechanical Turk,0,1979,37,2,0.50,1,0,0,0,0,0,,0.50,5,2,6.00,5.50,3,,1,0,,Doctor/patient relationships.,2
310,-0.5,0.5,0,1,0,0,6,7,7,1,7,1,7,6,6.67,1,7,1,7,2,6,6,7,6,7,6.57,7,7,6,5,6,6.20,4,5,4,4.33,3,3,4,4,3,3.25,3,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,2,3,4,3,5,3.50,7,6,7,6.67,3,Curriculum Designer,0,1978,38,2,0.50,1,0,0,0,0,0,,0.50,6,2,6.00,6.00,3,,1,0,nope,I don't know,2
311,-0.5,0.5,0,1,0,0,3,3,3,5,3,3,5,4,3.50,5,3,5,3,5,3,7,5,5,6,4.57,6,4,6,5,4,5.00,3,4,3,3.33,5,5,2,6,6,5.50,6,4,5,3,3,2,3.40,6,2,6,6,6,6,6.00,3,5,5,2,6,4.75,7,7,7,7.00,3,Student,0,1994,22,1,-0.50,0,0,0,1,0,0,,0.50,5,2,6.00,5.50,3,,1,0,No comments!,To determine if people think doctors should be held accountable for any hidden biases they have towards their patients.,2
312,-0.5,0.5,0,1,0,0,5,6,6,3,5,5,3,6,5.17,5,3,3,5,4,4,5,7,6,6,5.14,6,6,7,6,6,6.20,6,6,5,5.67,3,3,5,3,3,3.00,3,5,3,2,2,4,3.20,5,4,4,5,4,5,4.60,4,5,3,4,4,4.00,5,5,5,5.00,3,direct service,0,1950,66,1,-0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,good survey thanks,not sure,2
313,-0.5,0.5,0,1,0,0,7,7,7,1,7,5,3,7,6.33,2,6,2,6,2,6,7,7,7,7,6.57,6,6,6,7,6,6.20,4,7,7,6.00,2,5,5,3,3,3.25,4,2,2,2,2,2,2.00,5,3,5,5,5,4,4.80,4,2,2,6,2,2.50,6,6,6,6.00,3,Assistant Property Manager,0,1968,48,2,0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,No,It was kind of a bait and switch type thing. It started out about doctors having bias against older Americans and turned into a a survey about racism,2
314,-0.5,0.5,0,1,0,0,5,5,6,5,3,4,4,5,4.67,5,3,5,3,5,3,6,5,6,5,4.43,6,5,6,6,5,5.60,5,5,6,5.33,6,6,5,3,6,5.25,5,6,5,6,5,5,5.40,6,4,4,6,6,5,5.40,5,5,6,6,2,4.50,5,5,6,5.33,3,Scientist,0,1994,22,1,-0.50,0,1,0,0,0,0,,0.50,4,5,3.00,3.50,1,,1,0,,Determine how people feel about the concept of ageism.,3
315,-0.5,0.5,0,1,0,0,7,7,7,1,7,1,7,7,7.00,2,6,2,6,1,7,7,7,7,7,6.71,7,7,7,7,7,7.00,7,7,7,7.00,1,1,6,2,1,1.25,6,4,4,7,4,2,4.20,7,1,7,7,7,7,7.00,1,6,2,6,2,2.75,5,5,2,4.00,3,Teacher,0,1966,50,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,,,2
316,-0.5,0.5,0,1,0,0,2,4,4,3,5,2,6,6,4.50,6,2,5,3,6,2,4,2,5,5,3.29,5,6,3,3,5,4.40,3,5,2,3.33,7,6,3,5,5,5.75,3,2,3,3,6,3,3.40,6,2,6,5,6,6,5.80,7,6,6,5,3,5.50,2,1,4,2.33,4,freelancer,0,1993,23,1,-0.50,0,1,0,0,0,0,,0.50,2,5,3.00,2.50,1,,1,0,All the questions were very clear and easy to understand.,I think the purpose was to study people's bias about certain groups.,2
317,-0.5,0.5,0,1,0,0,3,5,5,5,3,3,5,6,4.50,3,5,2,6,5,3,6,5,6,7,5.43,5,5,6,6,5,5.40,3,6,3,4.00,6,5,6,2,5,4.50,3,6,3,6,5,3,4.60,5,2,6,6,5,6,5.60,6,5,3,2,6,5.00,5,6,6,5.67,3,Data Entry Clerk,0,1987,29,1,-0.50,0,1,0,0,0,0,,0.50,2,6,2.00,2.00,1,,1,0,no,Seeing how people feel about the quality of treatment from their healthcare givers.,2
318,0.5,0.5,0,0,0,1,3,6,6,5,3,6,2,6,4.33,6,2,5,3,5,3,7,7,7,7,5.14,6,7,6,7,7,6.60,7,7,6,6.67,5,6,6,2,6,4.75,6,1,1,1,1,1,1.00,6,3,5,6,5,5,5.40,5,6,6,5,3,5.00,7,7,6,6.67,3,writer,0,1963,53,1,-0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,3,,1,0,na,not sure,2
319,0.5,0.5,0,0,0,1,6,2,5,3,5,2,6,6,5.00,3,5,3,5,3,5,5,6,6,6,5.43,6,5,2,5,6,4.80,3,5,5,4.33,3,2,5,3,2,2.50,2,1,1,1,1,1,1.00,6,1,7,6,6,6,6.20,2,2,2,5,3,2.25,2,2,5,3.00,3,Cashier,0,1993,23,2,0.50,1,0,0,0,0,0,,0.50,2,5,3.00,2.50,1,,1,0,Thank you!,Biases in the profession of doctors,2
320,0.5,0.5,0,0,0,1,3,5,5,3,5,3,5,5,4.67,3,5,5,3,6,2,5,4,5,5,4.14,6,4,6,3,3,4.40,5,5,5,5.00,6,6,2,6,5,5.75,5,3,3,5,2,2,3.00,6,3,5,6,5,5,5.40,5,5,5,3,5,5.00,7,7,5,6.33,3,food service,0,1972,44,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,3,,1,0,"I think it's been shown that the IAT is unreliable. That's not to say that implicit bias doesn't exist, but that the IAT is not a good way to measure it.",judgments about implicit bias,2
321,0.5,0.5,0,0,0,1,6,6,6,5,3,2,6,7,5.67,2,6,6,2,7,1,5,4,1,3,3.14,6,1,2,2,3,2.80,2,5,4,3.67,3,6,7,1,4,3.50,2,6,7,7,1,2,4.60,7,1,7,2,3,7,5.20,6,3,2,3,5,4.00,3,5,5,4.33,2,Computer Programmer,0,1989,27,1,-0.50,1,0,0,0,0,0,,0.50,5,6,2.00,3.50,2,,1,0,,,2
322,0.5,0.5,0,0,0,1,4,5,5,4,4,2,6,6,5.00,5,3,3,5,5,3,6,6,6,6,5.00,6,5,6,4,5,5.20,4,5,3,4.00,6,6,3,5,5,5.50,5,5,5,5,5,5,5.00,6,2,6,6,6,6,6.00,6,5,5,3,5,5.25,6,6,6,6.00,3,Production Supervisor,0,1961,55,1,-0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,2,,1,0,None,To discover our attitudes concerning prejudice.,1
323,0.5,0.5,0,0,0,1,2,5,3,2,6,2,6,3,4.17,6,2,5,3,5,3,3,4,3,3,3.00,5,4,6,5,1,4.20,6,5,5,5.33,5,5,5,3,6,4.75,2,5,5,6,6,5,5.40,6,3,5,5,5,5,5.20,4,6,5,5,3,4.50,4,4,4,4.00,3,student,0,1990,26,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,,no idea,2
324,0.5,0.5,0,0,0,1,6,5,5,3,5,2,6,6,5.50,3,5,3,5,3,5,6,6,6,6,5.57,7,3,5,3,3,4.20,2,2,2,2.00,3,3,5,3,3,3.00,2,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,2,2,2,6,2,2.00,5,5,5,5.00,3,Freelancer,0,1969,47,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,thanks,not sure,2
325,0.5,0.5,0,0,0,1,3,4,6,3,5,5,3,4,4.17,6,2,5,3,5,3,4,5,4,5,3.71,6,3,4,4,4,4.20,4,4,2,3.33,5,6,5,3,5,4.75,5,6,6,5,5,2,4.80,4,2,6,5,4,5,4.80,6,2,4,5,3,3.75,5,6,5,5.33,3,IT Help Desk,0,1989,27,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,,,2
326,0.5,0.5,0,0,0,1,3,4,4,4,4,5,3,4,3.67,5,3,5,3,5,3,4,4,4,4,3.57,4,4,3,3,2,3.20,4,4,3,3.67,3,3,5,3,3,3.00,4,2,4,4,3,3,3.20,4,3,5,4,5,4,4.40,1,3,2,5,3,2.25,3,3,4,3.33,3,tech support,0,1987,29,1,-0.50,0,0,0,1,0,0,,0.50,3,6,2.00,2.50,3,,1,0,,,2
327,0.5,0.5,0,0,0,1,3,4,4,3,5,6,2,5,3.83,4,4,6,2,5,3,4,4,4,5,3.71,5,6,5,5,3,4.80,3,4,4,3.67,6,6,5,3,5,5.00,4,5,5,4,5,5,4.80,5,4,4,4,4,5,4.40,5,4,3,4,4,4.00,6,5,4,5.00,3,Student,0,1992,24,1,-0.50,0,0,1,0,0,0,,-0.50,2,5,3.00,2.50,1,,1,0,No,To see our thoughts on bias,2
328,0.5,0.5,0,0,0,1,6,3,2,1,7,6,2,7,4.50,6,2,7,1,5,3,5,3,5,3,3.14,5,4,5,5,3,4.40,4,7,6,5.67,5,5,2,6,6,5.50,6,6,6,6,4,3,5.00,2,6,2,6,3,6,3.80,5,3,3,4,4,3.75,6,6,5,5.67,1,Sales,0,1993,23,1,-0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,3,,1,0,No,,2
329,0.5,0.5,0,0,0,1,6,6,5,2,6,2,6,7,6.00,3,5,3,5,2,6,6,6,7,6,5.86,6,6,6,6,6,6.00,5,7,6,6.00,5,6,3,5,5,5.25,5,5,5,5,5,5,5.00,6,5,3,6,3,6,4.80,6,6,5,6,2,4.75,2,6,6,4.67,3,homemaker,0,1989,27,2,0.50,0,0,1,0,0,0,,-0.50,2,5,3.00,2.50,3,,1,0,,To find out if it is ok to have a bias you cannot control,2
330,0.5,0.5,0,0,0,1,7,7,7,4,4,4,4,7,6.00,2,6,2,6,2,6,6,7,4,6,5.86,7,7,7,7,7,7.00,6,6,7,6.33,4,4,4,4,4,4.00,5,4,4,3,3,4,3.60,4,5,3,4,4,4,3.80,2,2,4,5,3,2.75,5,5,4,4.67,3,construction,0,1982,34,1,-0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,3,,1,0,,Thoughts on bias,2
331,0.5,0.5,0,0,0,1,4,5,5,5,3,4,4,4,4.17,5,3,5,3,4,4,5,4,4,4,3.86,5,5,4,4,5,4.60,5,4,5,4.67,4,6,4,4,5,4.75,5,5,4,5,4,4,4.40,4,6,2,6,5,4,4.20,4,5,3,4,4,4.00,6,6,5,5.67,3,health care,1,1982,34,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,fun task,no idea,2
332,0.5,0.5,0,0,0,1,7,7,7,1,7,1,7,7,7.00,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,1,5.80,7,7,7,7.00,5,5,3,5,5,5.00,2,7,7,7,7,7,7.00,7,1,7,7,7,7,7.00,5,5,5,3,5,5.00,6,6,6,6.00,3,Sales Manager,0,1991,25,1,-0.50,0,0,1,0,1,0,,0.50,4,4,4.00,4.00,3,,1,0,A3O3RIY1ELZ6YR worker ID.,To identify how people feel about implicit bias.,2
333,0.5,0.5,0,0,0,1,6,6,6,1,7,1,7,6,6.33,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,7,7.00,7,7,7,7.00,7,7,1,7,7,7.00,5,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,7,1,3,1,7,4.50,5,4,6,5.00,3,System Administrator,0,1990,26,1,-0.50,0,1,0,0,0,0,,0.50,1,6,2.00,1.50,3,,1,0,No,Bias,2
